	log_likelihood
5380	214.51897
5381	207.40247
5382	292.22296
5383	298.16046
5384	283.27625
5385	252.44939
5386	228.15787
5387	327.14633
5388	203.05673
5389	297.61444
5390	308.70837
5391	291.20938
5392	281.16772
5393	268.86002
5394	281.56824
5395	318.40375
5396	307.6161
5397	269.98727
5398	274.52908
5399	228.40068
5400	328.30908
5401	307.44287
5402	316.6146
5403	325.62836
5404	297.40607
5405	306.22885
5406	279.28433
5407	317.87628
5408	215.05803
5409	246.43721
5410	295.53302
5411	139.84338
5412	304.4489
5413	333.42767
5414	282.81805
5415	285.28067
5416	316.41238
5417	260.05438
5418	245.08206
5419	265.6241
5420	272.63205
5421	319.1493
5422	256.3268
5423	311.16144
5424	275.38516
5425	285.5206
5426	264.3614
5427	292.55887
5428	245.31076
5429	123.21019
5430	301.56818
5431	273.80157
5432	310.94595
5433	244.67928
5434	251.47519
5435	318.4334
5436	271.71494
5437	308.72528
5438	274.2823
5439	204.22849
5440	274.20538
5441	246.30473
5442	231.7987
5443	304.71448
5444	324.29672
5445	249.67859
5446	301.24915
5447	263.54956
5448	279.83878
5449	296.04877
5450	269.90652
5451	267.48212
5452	273.97623
5453	285.5266
5454	320.81097
5455	261.32465
5456	278.34732
5457	235.22029
5458	332.91113
5459	277.82025
5460	279.229
5461	272.94562
5462	331.06107
5463	234.5328
5464	286.64536
5465	291.9191
5466	269.5185
5467	299.63153
5468	241.38846
5469	263.70697
5470	292.49957
5471	295.4641
5472	313.03882
5473	296.10434
5474	275.02264
5475	288.73657
5476	265.80276
5477	315.12537
5478	262.60046
5479	262.99252
5480	268.78287
5481	157.93578
5482	135.71982
5483	282.06696
5484	274.26147
5485	224.85178
5486	282.7455
5487	269.23145
5488	319.2836
5489	186.86649
5490	340.03946
5491	316.35016
5492	302.9001
5493	287.8581
5494	302.22678
5495	248.02066
5496	219.60364
5497	218.43465
5498	207.50027
5499	252.78288
5500	278.56784
5501	230.73428
5502	299.40146
5503	240.69072
5504	280.28452
5505	335.38678
5506	313.06973
5507	225.95386
5508	304.49445
5509	297.20944
5510	309.36502
5511	266.2696
5512	258.3369
5513	272.32495
5514	261.08585
5515	317.63458
5516	298.23547
5517	297.14105
5518	321.52032
5519	303.65173
5520	309.12994
5521	294.06256
5522	214.39539
5523	270.12665
5524	300.64633
5525	224.24771
5526	279.87686
5527	130.09344
5528	315.12808
5529	314.94754
5530	304.8138
5531	176.40353
5532	317.07407
5533	259.16064
5534	335.29047
5535	275.66534
5536	266.3674
5537	314.4479
5538	335.1838
5539	254.72237
5540	172.77177
5541	297.56195
5542	284.19113
5543	273.18326
5544	271.308
5545	282.74982
5546	302.89496
5547	243.38777
5548	273.7011
5549	232.63779
5550	293.94516
5551	279.80426
5552	255.03543
5553	197.36662
5554	306.9383
5555	307.50647
5556	288.31485
5557	242.87532
5558	280.29443
5559	314.6183
5560	152.10909
5561	324.68097
5562	154.394
5563	293.9255
5564	182.93802
5565	142.09343
5566	264.7449
5567	284.4124
5568	300.9527
5569	286.6896
5570	290.31134
5571	308.5311
5572	197.42148
5573	316.23196
5574	257.20792
5575	238.21298
5576	302.3753
5577	242.8783
5578	251.90376
5579	308.99643
5580	321.15173
5581	223.8624
5582	246.04451
5583	271.64026
5584	315.54132
5585	288.6018
5586	307.1728
5587	310.69864
5588	300.71777
5589	330.97305
5590	228.00102
5591	149.63678
5592	348.21268
5593	305.93893
5594	207.98465
5595	308.27438
5596	296.50723
5597	284.71918
5598	305.39984
5599	268.27155
5600	327.666
5601	322.68658
5602	324.8404
5603	293.25467
5604	250.06277
5605	288.54977
5606	295.1271
5607	252.61572
5608	302.9134
5609	280.61426
5610	294.09442
5611	247.1708
5612	256.24384
5613	281.09155
5614	279.99457
5615	246.29208
5616	267.91687
5617	268.54694
5618	201.15189
5619	249.74902
5620	333.81378
5621	338.7347
5622	324.25293
5623	203.91135
5624	202.67198
5625	283.77478
5626	272.71405
5627	192.6705
5628	274.86945
5629	292.53955
5630	348.78284
5631	277.09125
5632	318.4014
5633	299.85095
5634	300.7645
5635	342.49475
5636	254.18546
5637	159.50516
5638	188.86519
5639	306.54883
5640	290.2938
5641	267.9569
5642	216.52473
5643	273.36835
5644	230.98135
5645	330.7683
5646	324.07843
5647	194.68387
5648	308.73785
5649	200.20561
5650	269.10126
5651	288.45355
5652	342.29593
5653	244.91031
5654	309.982
5655	219.70598
5656	294.9283
5657	175.5088
5658	289.55878
5659	244.28584
5660	313.23346
5661	318.13934
5662	319.1516
5663	259.32928
5664	222.35474
5665	297.86884
5666	285.7413
5667	257.5279
5668	156.83972
5669	313.102
5670	319.9047
5671	269.1385
5672	164.05533
5673	247.5065
5674	299.58145
5675	295.69727
5676	248.72568
5677	308.73618
5678	253.70972
5679	289.02136
5680	288.20105
5681	277.22083
5682	336.0847
5683	265.34674
5684	305.7899
5685	235.27457
5686	228.40157
5687	275.56168
5688	178.26605
5689	316.44406
5690	215.35635
5691	278.3603
5692	254.12537
5693	255.64522
5694	293.04974
5695	227.71011
5696	232.88
5697	288.06674
5698	298.12488
5699	331.07867
5700	305.35312
5701	334.12747
5702	260.09586
5703	265.88727
5704	282.9854
5705	259.64664
5706	307.5117
5707	228.86539
5708	290.4124
5709	299.79956
5710	309.06177
5711	299.71832
5712	279.43707
5713	288.04465
5714	302.85504
5715	304.58508
5716	160.2568
5717	236.16972
5718	12.940724
5719	280.9497
5720	284.74774
5721	255.76042
5722	325.178
5723	228.02429
5724	237.63692
5725	316.2594
5726	203.04416
5727	204.42105
5728	283.7826
5729	229.45357
5730	177.80627
5731	314.20746
5732	255.87358
5733	314.70908
5734	299.67938
5735	279.27188
5736	287.6977
5737	313.61932
5738	271.50226
5739	237.63176
5740	305.47415
5741	318.92242
5742	295.41272
5743	347.52725
5744	309.6637
5745	330.87338
5746	309.0041
5747	277.6546
5748	265.998
5749	179.11383
5750	287.18002
5751	246.52148
5752	111.866104
5753	186.65128
5754	256.67914
5755	217.55867
5756	269.10358
5757	289.29156
5758	332.47876
5759	212.92326
5760	116.50966
5761	312.57544
5762	152.54115
5763	301.26016
5764	288.5643
5765	314.4467
5766	288.87842
5767	335.2404
5768	281.5873
5769	232.63577
5770	282.6767
5771	263.4488
5772	336.9637
5773	160.25293
5774	269.47623
5775	306.5668
5776	271.221
5777	203.5314
5778	276.8344
5779	219.05449
5780	281.83188
5781	215.65791
5782	299.21112
5783	315.41473
5784	255.59439
5785	288.674
5786	214.23157
5787	277.32
5788	304.98373
5789	251.22739
5790	212.42732
5791	316.53116
5792	294.4155
5793	317.07324
5794	299.1667
5795	254.33687
5796	288.06174
5797	227.30261
5798	260.02103
5799	285.3838
5800	101.618576
5801	306.60623
5802	309.66144
5803	259.42792
5804	280.0634
5805	259.82123
5806	298.62448
5807	293.42365
5808	138.6708
5809	293.112
5810	268.07855
5811	251.82976
5812	306.33218
5813	170.13324
5814	293.3957
5815	264.8064
5816	300.23633
5817	276.36734
5818	125.00161
5819	283.77072
5820	312.10434
5821	224.30424
5822	188.22603
5823	266.81058
5824	253.1477
5825	316.22305
5826	230.4399
5827	273.7612
5828	300.2178
5829	234.91777
5830	264.15228
5831	258.90817
5832	177.09326
5833	262.91876
5834	241.73685
5835	296.94876
5836	290.8234
5837	230.29932
5838	323.2265
5839	300.2373
5840	295.24774
5841	265.48184
5842	279.1368
5843	257.4172
5844	287.42065
5845	284.4167
5846	275.6552
5847	236.66301
5848	295.43622
5849	266.11856
5850	262.33038
5851	287.1004
5852	153.82011
5853	270.9964
5854	279.78003
5855	183.99716
5856	262.66483
5857	276.1169
5858	303.42136
5859	307.2688
5860	286.52307
5861	305.08942
5862	293.4876
5863	280.08417
5864	307.89972
5865	205.78674
5866	233.83076
5867	329.07788
5868	270.0102
5869	294.85318
5870	257.20294
5871	234.30945
5872	293.41592
5873	314.5463
5874	266.9815
5875	280.35675
5876	265.7055
5877	145.557
5878	289.2038
5879	325.54315
5880	291.9899
5881	275.1996
5882	271.7071
5883	158.55356
5884	294.16367
5885	267.06683
5886	297.29922
5887	326.12024
5888	328.62912
5889	295.648
5890	276.01572
5891	295.49713
5892	282.74197
5893	290.0576
5894	302.31363
5895	291.97342
5896	141.47664
5897	255.15561
5898	281.80753
5899	301.58627
5900	299.7288
5901	289.59576
5902	289.65405
5903	284.5721
5904	232.29399
5905	264.66074
5906	247.61526
5907	252.9653
5908	321.67538
5909	323.80692
5910	261.3358
5911	319.3139
5912	289.7362
5913	299.34637
5914	287.3709
5915	307.3006
5916	320.41364
5917	273.40875
5918	294.6876
5919	255.28596
5920	263.26263
5921	183.08981
5922	295.07236
5923	277.2077
5924	291.41556
5925	260.23227
5926	242.46758
5927	281.53513
5928	296.3
5929	303.80414
5930	296.12677
5931	223.62341
5932	246.04436
5933	255.90115
5934	256.48447
5935	75.019394
5936	306.46033
5937	301.6731
5938	330.13943
5939	279.88748
5940	294.70514
5941	202.5519
5942	218.95297
5943	297.2656
5944	306.69434
5945	255.1999
5946	317.70892
5947	272.23386
5948	297.23062
5949	330.23187
5950	254.89133
5951	246.66553
5952	214.5682
5953	267.30307
5954	172.81982
5955	253.15962
5956	328.30768
5957	221.76108
5958	278.71466
5959	317.54703
5960	315.46875
5961	304.6385
5962	261.99747
5963	268.87143
5964	265.73184
5965	273.30942
5966	92.00694
5967	289.4522
5968	291.04962
5969	309.08124
5970	213.19014
5971	308.3712
5972	277.82303
5973	264.5147
5974	306.7471
5975	303.07623
5976	290.10977
5977	210.87082
5978	294.01788
5979	346.92795
5980	309.24066
5981	320.83038
5982	294.35147
5983	313.32367
5984	274.5465
5985	333.48715
5986	306.67508
5987	311.17325
5988	282.799
5989	282.7036
5990	325.63998
5991	267.5197
5992	294.11426
5993	185.97502
5994	181.89413
5995	282.87918
5996	262.79617
5997	295.98508
5998	254.12173
5999	310.00214
6000	197.3773
6001	304.15915
6002	110.16547
6003	320.82147
6004	253.26848
6005	338.45905
6006	325.6027
6007	284.91882
6008	307.57983
6009	279.90173
6010	339.48944
6011	331.85904
6012	323.63617
6013	286.42587
6014	330.35675
6015	289.84952
6016	-45.195705
6017	141.47354
6018	327.63446
6019	-36.39923
6020	345.66043
6021	346.7867
6022	344.2917
6023	346.36713
6024	345.7614
6025	309.8803
6026	335.4716
6027	255.56497
6028	283.57013
6029	320.22345
6030	326.4407
6031	349.16153
6032	328.46262
6033	283.00385
6034	328.19342
6035	308.07825
6036	318.92136
6037	310.86356
6038	317.28607
6039	344.59866
6040	251.61638
6041	196.8048
6042	348.95596
6043	335.4234
6044	329.13443
6045	305.0085
6046	361.25595
6047	174.86638
6048	271.95825
6049	144.99156
6050	331.26523
6051	287.65707
6052	332.9664
6053	187.13687
6054	258.3425
6055	258.14423
6056	355.71396
6057	253.46977
6058	117.92649
6059	320.17886
6060	311.44598
6061	347.3764
6062	323.7998
6063	86.881355
6064	277.25076
6065	275.17618
6066	197.64342
6067	326.69
6068	369.04926
6069	300.31854
6070	230.92839
6071	287.24213
6072	-15.3504305
6073	315.22192
6074	309.4986
6075	94.691124
6076	322.7534
6077	327.82477
6078	330.42023
6079	192.28949
6080	272.78787
6081	336.2735
6082	311.0526
6083	338.37408
6084	231.39763
6085	251.71036
6086	290.98877
6087	359.5254
6088	305.91144
6089	350.118
6090	338.4922
6091	-12.416876
6092	339.10806
6093	92.17259
6094	245.07043
6095	275.16333
6096	94.11745
6097	26.147552
6098	335.839
6099	335.00443
6100	209.28812
6101	246.03122
6102	290.38544
6103	298.25098
6104	116.52975
6105	149.8173
6106	316.1368
6107	363.8066
6108	232.08252
6109	83.44905
6110	322.54517
6111	276.851
6112	324.69846
6113	217.47849
6114	306.05478
6115	230.71358
6116	267.39398
6117	308.01486
6118	363.73187
6119	242.44815
6120	86.149086
6121	36.586403
6122	238.65837
6123	310.50836
6124	220.18289
6125	279.37408
6126	344.5638
6127	134.11263
6128	303.92383
6129	200.56027
6130	231.12935
6131	73.99196
6132	359.9287
6133	181.00333
6134	120.04448
6135	276.20206
6136	8.816233
6137	100.19261
6138	314.9131
6139	95.5204
6140	322.64093
6141	90.14005
6142	325.8348
6143	68.24659
6144	276.68488
6145	287.4532
6146	289.71194
6147	327.73712
6148	245.85127
6149	293.42007
6150	318.61444
6151	317.83694
6152	341.34314
6153	278.4326
6154	221.04086
6155	311.60492
6156	58.88141
6157	327.75284
6158	145.0303
6159	343.05377
6160	117.6991
6161	333.0748
6162	63.118763
6163	334.25577
6164	306.5543
6165	266.33392
6166	241.68794
6167	296.93784
6168	354.2723
6169	298.69244
6170	281.732
6171	238.31819
6172	147.05397
6173	-27.45705
6174	224.45271
6175	348.55493
6176	246.81828
6177	339.46634
6178	327.20547
6179	303.92438
6180	317.36893
6181	347.7303
6182	342.04926
6183	252.85393
6184	-88.97388
6185	305.633
6186	34.25676
6187	300.5552
6188	39.421368
6189	335.01117
6190	165.01614
6191	335.4571
6192	284.4948
6193	313.93716
6194	242.47998
6195	354.817
6196	211.57024
6197	298.5555
6198	192.98116
6199	329.487
6200	313.66925
6201	349.86383
6202	272.29004
6203	178.99817
6204	303.51093
6205	257.23572
6206	321.3785
6207	134.11667
6208	239.44849
6209	347.9042
6210	291.6298
6211	340.15924
6212	182.18132
6213	337.71512
6214	85.42106
6215	285.18024
6216	198.30106
6217	125.16427
6218	299.02747
6219	283.07047
6220	303.26605
6221	67.08086
6222	301.58527
6223	353.0739
6224	273.6575
6225	274.3597
6226	288.3086
6227	301.17953
6228	332.34808
6229	-40.441467
6230	336.99005
6231	297.8642
6232	265.8521
6233	336.9549
6234	-20.105652
6235	128.96365
6236	317.8418
6237	173.82478
6238	280.00897
6239	303.85596
6240	224.19849
6241	362.95135
6242	350.86273
6243	333.06787
6244	288.81558
6245	71.22365
6246	353.921
6247	114.03074
6248	352.17453
6249	316.06528
6250	268.7505
6251	336.45547
6252	105.68388
6253	247.43965
6254	275.50354
6255	103.653275
6256	108.3865
6257	-44.022213
6258	324.57117
6259	333.2325
6260	162.72226
6261	348.14352
6262	363.00836
6263	112.52354
6264	299.50958
6265	243.08496
6266	362.21878
6267	286.6828
6268	288.97217
6269	345.52673
6270	161.15193
6271	188.52217
6272	162.68898
6273	331.8469
6274	325.7862
6275	256.37766
6276	205.77036
6277	310.2533
6278	345.1251
6279	136.42143
6280	346.50763
6281	292.52072
6282	358.8631
6283	286.45264
6284	341.32187
6285	148.11198
6286	350.56314
6287	239.69763
6288	343.30292
6289	350.1836
6290	310.6468
6291	346.3488
6292	29.032928
6293	336.4649
6294	323.23984
6295	342.78256
6296	0.6049139
6297	332.26334
6298	326.675
6299	329.37094
6300	254.94592
6301	337.83002
6302	307.93536
6303	268.6642
6304	232.24797
6305	331.23996
6306	-30.082989
6307	122.24888
6308	127.24552
6309	281.41083
6310	331.45416
6311	333.51276
6312	66.78886
6313	244.07983
6314	144.57771
6315	341.37613
6316	258.88702
6317	81.72235
6318	336.52045
6319	279.75488
6320	134.15244
6321	266.1796
6322	315.2704
6323	182.70891
6324	253.46504
6325	144.87202
6326	290.62552
6327	293.79797
6328	354.15146
6329	308.76065
6330	292.72235
6331	268.4555
6332	346.93784
6333	249.2115
6334	168.16843
6335	191.26855
6336	81.7392
6337	32.520683
6338	309.94797
6339	86.91817
6340	161.37715
6341	-62.79104
6342	259.88126
6343	359.56046
6344	349.2599
6345	357.4361
6346	202.48245
6347	296.51785
6348	316.98224
6349	343.802
6350	238.83829
6351	164.27
6352	300.01544
6353	312.74457
6354	343.9532
6355	284.903
6356	-54.348705
6357	-88.01566
6358	297.83676
6359	242.4773
6360	245.34749
6361	190.15268
6362	302.82068
6363	287.67828
6364	255.36731
6365	124.50427
6366	325.92114
6367	279.42563
6368	279.8321
6369	334.82263
6370	313.71667
6371	333.1695
6372	278.12848
6373	351.73383
6374	124.622475
6375	362.20044
6376	323.08066
6377	288.42355
6378	294.42007
6379	31.798862
6380	350.30258
6381	307.18817
6382	257.2171
6383	282.0657
6384	331.1378
6385	-88.64053
6386	317.37494
6387	261.25537
6388	288.32953
6389	274.1662
6390	339.9989
6391	337.57135
6392	290.6486
6393	313.11923
6394	348.4572
6395	189.23337
6396	9.453438
6397	368.52905
6398	326.76288
6399	310.2889
6400	318.5577
6401	287.34116
6402	325.60938
6403	271.57388
6404	84.3551
6405	355.5188
6406	329.359
6407	181.11723
6408	349.011
6409	125.767395
6410	124.54285
6411	-89.39715
6412	360.8934
6413	113.73379
6414	283.25656
6415	331.65448
6416	182.59807
6417	60.126007
6418	309.38245
6419	320.60794
6420	209.97925
6421	89.00389
6422	323.3621
6423	121.4962
6424	249.03891
6425	315.69513
6426	83.75391
6427	142.6001
6428	323.77026
6429	264.3902
6430	319.4105
6431	304.56714
6432	287.13672
6433	317.4567
6434	172.87018
6435	335.10522
6436	287.2512
6437	347.44614
6438	300.6945
6439	349.37225
6440	210.08708
6441	277.0182
6442	234.15154
6443	299.5748
6444	295.72772
6445	352.05182
6446	332.5186
6447	265.94928
6448	157.50797
6449	337.74963
6450	124.452675
6451	337.102
6452	315.79523
6453	363.73965
6454	310.0179
6455	310.82523
6456	343.46622
6457	323.43335
6458	232.03268
6459	242.35263
6460	320.20282
6461	336.06976
6462	232.48291
6463	337.03223
6464	314.45236
6465	330.90146
6466	189.19226
6467	315.9526
6468	343.67514
6469	316.37616
6470	307.90445
6471	68.35755
6472	62.104736
6473	260.42935
6474	136.15839
6475	338.34
6476	307.15073
6477	160.81935
6478	303.12598
6479	-105.515274
6480	255.40671
6481	345.81445
6482	292.88574
6483	303.5747
6484	-9.417524
6485	214.85165
6486	341.3353
6487	159.67119
6488	231.2186
6489	340.28644
6490	273.14493
6491	311.1062
6492	340.9782
6493	-33.842266
6494	305.65448
6495	290.15018
6496	272.70477
6497	325.8728
6498	322.16425
6499	287.50482
6500	126.408646
6501	329.847
6502	362.78497
6503	274.1069
6504	313.40112
6505	194.53629
6506	243.9083
6507	252.22098
6508	285.1873
6509	42.71204
6510	108.79285
6511	292.01007
6512	350.39975
6513	319.78818
6514	261.42487
6515	73.762
6516	169.28032
6517	310.79333
6518	111.93657
6519	280.28766
6520	344.04596
6521	302.2978
6522	327.51324
6523	215.6353
6524	313.3531
6525	-23.55914
6526	321.4865
6527	297.08896
6528	329.4357
6529	281.83405
6530	305.63013
6531	325.81827
6532	312.35968
6533	364.04663
6534	105.01335
6535	253.19283
6536	233.99866
6537	323.67606
6538	323.4789
6539	323.2062
6540	96.88946
6541	308.39102
6542	102.39705
6543	339.4826
6544	353.27118
6545	284.04633
6546	235.17143
6547	326.6009
6548	271.2934
6549	292.21967
6550	221.53691
6551	289.22534
6552	88.21913
6553	271.88647
6554	73.66868
6555	316.0769
6556	299.10806
6557	275.78735
6558	112.577194
6559	275.30222
6560	264.42413
6561	316.48334
6562	317.87894
6563	69.926285
6564	339.88736
6565	113.9482
6566	195.35545
6567	293.33627
6568	16.570766
6569	248.81393
6570	345.60107
6571	339.36313
6572	376.3659
6573	237.47054
6574	295.34702
6575	323.95856
6576	256.8674
6577	-23.935371
6578	98.940956
6579	324.59003
6580	312.9886
6581	-51.187614
6582	182.77814
6583	293.19507
6584	310.94138
6585	329.8908
6586	164.72366
6587	135.77652
6588	295.70746
6589	118.61458
6590	355.20203
6591	295.33392
6592	296.4027
6593	-41.726173
6594	253.24934
6595	280.99768
6596	319.11615
6597	338.64124
6598	168.1323
6599	358.7884
6600	52.287243
6601	283.8869
6602	217.95596
6603	23.116678
6604	143.33012
6605	325.46567
6606	296.1817
6607	242.80278
6608	321.7265
6609	326.0127
6610	352.0948
6611	356.27347
6612	314.73715
6613	186.05151
6614	77.13846
6615	113.10164
6616	320.3072
6617	173.821
6618	295.75482
6619	343.32172
6620	318.49884
6621	249.0592
6622	314.08234
6623	355.63095
6624	-68.247086
6625	273.44913
6626	162.88025
6627	310.92215
6628	359.47
6629	314.60297
6630	289.40567
6631	307.069
6632	328.86456
6633	190.19974
6634	64.28981
6635	366.83154
6636	121.93706
6637	136.34291
6638	319.70514
6639	74.4487
6640	354.7417
6641	318.69427
6642	359.4295
6643	256.9154
6644	334.2816
6645	350.46304
6646	121.971695
6647	76.30316
6648	279.3985
6649	285.4007
6650	320.6228
6651	297.10797
6652	320.71466
6653	63.047108
6654	258.83722
6655	354.34644
6656	277.222
6657	273.71735
6658	-77.5155
6659	303.8338
6660	352.81894
6661	197.98064
6662	254.77652
6663	224.78459
6664	248.00314
6665	319.4166
6666	348.786
6667	296.12076
6668	201.48102
6669	111.31504
6670	54.21694
6671	335.80307
6672	233.78506
6673	318.6204
6674	83.57094
6675	336.50168
6676	318.57147
6677	315.16486
6678	362.72476
6679	351.63257
6680	300.01373
6681	307.64062
6682	183.2325
6683	339.9132
6684	346.45648
6685	259.01227
6686	313.76453
6687	342.6775
6688	315.05768
6689	307.4418
6690	318.32446
6691	352.98032
6692	244.14865
6693	347.43964
6694	208.90816
6695	260.56894
6696	348.98224
6697	348.25867
6698	333.11246
6699	175.58554
6700	235.49576
6701	325.33017
6702	300.20868
6703	235.13457
6704	317.17075
6705	95.14858
6706	329.55606
6707	67.42756
6708	365.27948
6709	300.90045
6710	228.15463
6711	59.134388
6712	288.91562
6713	321.35776
6714	362.7901
6715	330.5271
6716	176.26843
6717	250.33984
6718	328.94373
6719	258.5013
6720	355.74557
6721	98.30607
6722	353.08536
6723	343.32794
6724	361.89948
6725	270.12543
6726	109.75559
6727	314.96478
6728	212.06699
6729	304.32272
6730	311.96957
6731	273.27725
6732	94.292816
6733	349.0026
6734	347.8512
6735	267.19516
6736	267.67194
6737	249.63684
6738	262.98505
6739	250.2821
6740	295.49326
6741	38.26644
6742	9.326505
6743	284.09872
6744	317.82294
6745	19.720108
6746	338.81946
6747	303.41815
6748	351.0998
6749	223.85596
6750	323.4647
6751	180.00955
6752	305.3083
6753	364.62314
6754	219.8765
6755	332.3705
6756	254.52596
6757	120.35146
6758	348.04523
6759	79.594215
6760	-132.21925
6761	285.45456
6762	191.34238
6763	300.97638
6764	78.81807
6765	107.22249
6766	365.13986
6767	330.4718
6768	340.2835
6769	236.51184
6770	360.56885
6771	245.39848
6772	285.89215
6773	157.38342
6774	355.2116
6775	89.49702
6776	308.08286
6777	350.8675
6778	298.4195
6779	358.17386
6780	347.32938
6781	334.7229
6782	331.0534
6783	232.5582
6784	234.20132
6785	292.09943
6786	327.57574
6787	321.49762
6788	274.70993
6789	243.6285
6790	273.1287
6791	97.87797
6792	256.86572
6793	177.57468
6794	-47.186962
6795	292.81403
6796	311.77686
6797	326.4152
6798	202.85892
6799	67.283936
6800	337.12408
6801	342.46957
6802	229.45834
6803	359.00903
6804	297.91687
6805	233.3674
6806	240.54044
6807	41.81201
6808	329.98267
6809	254.56563
6810	371.12665
6811	266.14532
6812	298.72897
6813	321.39545
6814	283.49878
6815	262.34433
6816	345.2984
6817	335.34015
6818	321.82666
6819	30.448101
6820	318.85922
6821	8.022526
6822	320.42123
6823	276.0137
6824	353.50232
6825	295.43292
6826	334.2398
6827	334.49628
6828	187.158
6829	62.727173
6830	295.4217
6831	328.50812
6832	360.73477
6833	295.63583
6834	355.72598
6835	302.31976
6836	350.99033
6837	306.76202
6838	340.53238
6839	260.91022
6840	310.3087
6841	361.3956
6842	288.37238
6843	88.227005
6844	246.82779
6845	364.60928
6846	-40.034046
6847	298.42398
6848	273.5642
6849	335.7994
6850	327.0354
6851	340.83417
6852	337.68967
6853	333.3566
6854	96.67393
6855	18.868956
6856	246.24844
6857	332.21127
6858	-10.334481
6859	296.41522
6860	333.763
6861	164.9712
6862	247.12297
6863	351.3631
6864	290.13638
6865	118.79354
6866	362.76428
6867	315.8421
6868	273.43652
6869	0.860826
6870	299.13702
6871	329.71014
6872	-34.228863
6873	301.9926
6874	300.487
6875	231.84648
6876	176.70175
6877	311.80585
6878	65.42073
6879	348.20663
6880	339.6605
6881	291.2323
6882	272.7542
6883	338.61176
6884	206.59404
6885	249.01584
6886	334.93018
6887	226.66826
6888	331.19717
6889	166.91989
6890	151.94688
6891	134.28636
6892	84.39544
6893	224.02042
6894	341.7249
6895	215.21506
6896	252.40202
6897	169.332
6898	134.8742
6899	157.88431
6900	315.78754
6901	334.3033
6902	197.12715
6903	302.197
6904	152.379
6905	252.85315
6906	159.58989
6907	323.50113
6908	136.30753
6909	264.69864
6910	291.4301
6911	104.96387
6912	214.13968
6913	333.90546
6914	277.5686
6915	340.08868
6916	256.29556
6917	254.823
6918	269.50702
6919	140.0831
6920	226.89348
6921	284.38583
6922	165.43457
6923	168.89189
6924	211.07568
6925	347.50757
6926	-15.156748
6927	253.74646
6928	311.10223
6929	139.17722
6930	142.67392
6931	301.56177
6932	258.66412
6933	300.64667
6934	194.19499
6935	319.27768
6936	312.21722
6937	236.46028
6938	331.69098
6939	280.6156
6940	358.3709
6941	317.60968
6942	366.73737
6943	300.95193
6944	301.9086
6945	300.61386
6946	321.3035
6947	203.18596
6948	256.51797
6949	76.956665
6950	22.376146
6951	374.28003
6952	309.815
6953	336.70938
6954	317.7064
6955	250.31653
6956	364.58923
6957	350.94257
6958	-112.531395
6959	289.52783
6960	126.86072
6961	277.507
6962	326.3755
6963	320.6205
6964	311.90936
6965	73.59288
6966	309.8552
6967	6.1485667
6968	272.773
6969	372.97943
6970	293.6154
6971	152.6648
6972	2.231696
6973	356.65216
6974	291.38922
6975	346.21182
6976	262.69507
6977	337.4628
6978	215.39963
6979	317.91867
6980	310.86572
6981	289.50537
6982	333.15594
6983	221.91641
6984	330.88406
6985	235.76785
6986	308.84723
6987	135.2603
6988	343.47104
6989	328.29758
6990	340.32568
6991	293.77618
6992	268.32388
6993	241.0678
6994	335.34317
6995	267.77283
6996	264.64066
6997	289.16953
6998	309.27402
